,sentiment,text
8728,neutral,hi know a pastor or homeschool who might like spirit have em contact me on prefundia
8729,neutral,do not know if u define that a a controllableirregularity
8730,negative,the gate agent say our original plane get deice fluid in the engine that create a so they take the plane out of service
8731,positive,big shoutout to the crew on 2017 bosjfk 486 jfkroc gate crew at c19 bos 6 jfk long day of delay make well by them
8732,negative,6 hour delay suppose to land at 9pm now it be 3am still not boarding epicfail
8733,positive,first airline to use applepay in flight airline
8734,negative,i hope your system be not hack cause someone el passport info be on my reservation i could not get my boarding pas
8735,positive,thanks for have u hang out at tampa airport forever today it be really be an awesome experience
8736,neutral,s new ceo seek the right balance to please passenger and wall alaska highway news
8737,negative,honestly im glad you didnt cancel flight the flight just that ill be drive home at 34 be now emoticonskeptical
8738,negative,bag just deliver and item have be steal at first look my kate spade bag and bottle of spice rum wtf
8739,negative,I be disappointed my flight be cancel flight mostly because i be excite to listen to the song I be blue while fly on jetblue
8740,positive,no but my friend in the picture phillip heller jfk ifc do and he say it be delicious
8741,negative,flight delayed 3x and still not take off on time greet me at my seat yes it be gum garbage
8742,positive,awesome thanks thanks for the quick response you guy rock emoticonsmiley
8743,neutral,sent
8744,positive,app just me i will be fly to fll in 2 week chillycvz thankgoodness family friend sunshine
8745,neutral,sure email screenshot below link
8746,positive,i just want to say flight attendant fitz be the best tonight on flight 1326 bwibos great guy and make the flight fantastic
8747,negative,bag be supposedly here in boston
8748,neutral,receive an invitation to participate in erewards be this legit from jetblue just double check bc the site look different
8749,negative,i do not know no one would tell me where they be come from i would guess so a that be where we have all the change to flight
8750,negative,i get sunday due to weather and ok monday they be busy but this be crazy
8751,neutral,i have the email that they be on their way
8752,negative,supervisor humiliate u and be uncompromising we be completely blindside
8753,negative,offer to pay for tix at the airport bc we be never told that our reservation do not go through be told i could pay 2275 pp
8754,negative,right now completely piss off
8755,negative,I have have no shampoo no winter coat no deodorant no flatiron and the rest if my stuff since sat
8756,negative,my sil bought tix for u to we be told at the gate that her cc be decline supervisor accuse u of illegal activity
8757,negative,dispatcher keep yell and hung up on me
8758,negative,now when i call it be still at the warehouse and might be go out tonight
8759,negative,they could not do it sun then it be suppose to be mon after 6pm then today from 11 to 3 then from 6 to 8
8760,negative,flight from dca to bos have no heat ohno bundleup leastthebeverageswillbecold
8761,neutral,it be for tomorrow
8762,negative,unfortunately that be not an available option with our current system sorry guy that be a certain fail fix it plz
8763,negative,receive horrible customer service at lax on 211 reservation cancel flight without notification despite have confirmation number
8764,negative,flight be cancel flight do i need to file a claim for the 50 credit I be entitle to per yr of right or will it just be issue
8765,negative,why not just take her info in the begin and if cut off call back we do that in my medical we be flyer emoticonsad
8766,positive,be definitely my new favorite airline
8767,positive,i will try that thanks if all else fails i will just do the old fashion method tomorrow morning
8768,neutral,all up to date cannot update via google play
8769,negative,be there issue with the mobile boarding pass my app keep crash when i try access thanks
8770,neutral,becomes first airline to accept apple pay travel experience
8771,negative,well your new baggage fee fare structure and legroom have turn you into every other hat carrier in the u congrats
8772,positive,thank you for your excellent customer service resolve issue quickly
8773,negative,yes well they be outside of your terminal and target vulnerable passenger no well than thief
8774,negative,that be not an option for u so how can we help each other fix this i wouldve make the change earlier if give info
8775,negative,well now say our flight be go to be cancel flight that by not change earlier we miss our chance to get out tomorrow 12
8776,negative,tell your employee that
8777,negative,even respond quicker via twitter when they fail still on hold hop no one book the flight fail
8778,negative,yes put the bag on the floor instead of the overhead bin so no one safetyfirst sarcasm
8779,negative,where exactly can i leave a note
8780,neutral,accept apple pay mobile enterprise
8781,negative,guy really bad fail someone well call my wife back to get this handle 2033823312 while she wait on hold
8782,negative,fail my wife on the phone ask to switch flight time in mid switch get disconnect now cancel flightled no new time no call back
